series,timestamp,value,label,another_value,other_value
series_a,2019-01-17T10:21:37.000Z,10.125,,-0.63,0.646
series_a,2019-01-17T10:26:37.000Z,10.125,,0.313,0.186
series_a,2019-01-17T10:31:37.000Z,10.1875,,0.968,0.619
series_a,2019-01-17T10:36:37.000Z,10.0,,0.733,0.132
series_a,2019-01-17T10:41:37.000Z,9.625,,-0.176,0.481
series_a,2019-01-17T10:46:37.000Z,9.5,,-0.923,0.22
series_a,2019-01-17T10:51:37.000Z,9.9375,,-0.822,0.4
series_a,2019-01-17T10:56:37.000Z,10.0,,0.035,0.937
series_a,2019-01-17T11:01:37.000Z,10.0,,0.86,0.985
series_a,2019-01-17T11:06:37.000Z,10.125,,0.894,0.259
series_a,2019-01-17T11:11:37.000Z,9.875,,0.106,0.772
series_a,2019-01-17T11:16:37.000Z,10.25,,-0.78,0.522
series_a,2019-01-17T11:21:37.000Z,10.1875,,-0.948,0.275
series_a,2019-01-17T11:26:37.000Z,25.125,,-0.245,0.728
series_a,2019-01-17T11:31:37.000Z,58.125,foo,0.683,0.936
series_a,2019-01-17T11:36:37.000Z,92.1875,foo,0.984,0.99
series_a,2019-01-17T11:41:37.000Z,96.125,foo,0.38,0.737
series_a,2019-01-17T11:46:37.000Z,100.5625,foo,-0.573,0.261
series_a,2019-01-17T11:51:37.000Z,99.8125,foo,-0.999,0.151
series_a,2019-01-17T11:56:37.000Z,105.375,foo,-0.506,0.442
series_a,2019-01-17T12:01:37.000Z,112.125,foo,0.452,0.519
series_a,2019-01-17T12:06:37.000Z,97.3125,foo,0.995,0.756
series_a,2019-01-17T12:11:37.000Z,94.125,foo,0.623,0.564
series_a,2019-01-17T12:16:37.000Z,100.375,foo,-0.322,0.546
series_a,2019-01-17T12:21:37.000Z,97.75,foo,-0.971,0.185
series_a,2019-01-17T12:26:37.000Z,94.875,foo,-0.727,0.947
series_a,2019-01-17T12:31:37.000Z,84.0625,foo,0.185,0.752
series_a,2019-01-17T12:36:37.000Z,74.875,foo,0.927,0.386
series_a,2019-01-17T12:41:37.000Z,70.625,foo,0.817,0.772
series_a,2019-01-17T12:46:37.000Z,73.3125,foo,-0.044,0.437
series_a,2019-01-17T12:51:37.000Z,76.6875,foo,-0.865,0.113
series_a,2019-01-17T12:56:37.000Z,70.8125,foo,-0.89,0.285
series_a,2019-01-17T13:01:37.000Z,80.75,foo,-0.097,0.909
series_a,2019-01-17T13:06:37.000Z,89.375,foo,0.785,0.504
series_a,2019-01-17T13:11:37.000Z,105.875,foo,0.945,0.991
series_a,2019-01-17T13:16:37.000Z,91.375,foo,0.237,0.773
series_a,2019-01-17T13:21:37.000Z,78.125,foo,-0.69,0.39
series_a,2019-01-17T13:26:37.000Z,70.6875,foo,-0.982,0.738
series_a,2019-01-17T13:31:37.000Z,65.8125,foo,-0.371,0.503
series_a,2019-01-17T13:36:37.000Z,63.0,foo,0.581,0.049
series_a,2019-01-17T13:41:37.000Z,61.6875,foo,0.999,0.395
series_a,2019-01-17T13:46:37.000Z,57.8125,foo,0.499,0.825
series_a,2019-01-17T13:51:37.000Z,54.5,foo,-0.46,0.88
series_a,2019-01-17T13:56:37.000Z,54.25,foo,-0.996,0.154
series_a,2019-01-17T14:01:37.000Z,51.5,foo,-0.616,0.632
series_a,2019-01-17T14:06:37.000Z,50.75,foo,0.33,0.719
series_a,2019-01-17T14:11:37.000Z,48.5,foo,0.973,0.027
series_a,2019-01-17T14:16:37.000Z,46.3125,,0.721,0.436
series_a,2019-01-17T14:21:37.000Z,44.375,,-0.194,0.011
series_a,2019-01-17T14:26:37.000Z,38.5625,,-0.93,0.847
series_a,2019-01-17T14:31:37.000Z,40.5,,-0.812,0.669
series_a,2019-01-17T14:36:37.000Z,34.6875,,0.053,0.918
series_a,2019-01-17T14:41:37.000Z,35.3125,,0.869,0.976
series_a,2019-01-17T14:46:37.000Z,35.6875,,0.886,0.647
series_a,2019-01-17T14:51:37.000Z,35.0,,0.088,0.097
series_a,2019-01-17T14:56:37.000Z,34.5,,-0.79,0.392
series_a,2019-01-17T15:01:37.000Z,32.6875,,-0.942,0.536
series_a,2019-01-17T15:06:37.000Z,34.5625,,-0.228,0.14
series_a,2019-01-17T15:11:37.000Z,35.25,,0.696,0.109
series_a,2019-01-17T15:16:37.000Z,34.375,,0.98,0.524
series_a,2019-01-17T15:21:37.000Z,35.1875,,0.363,0.762
series_a,2019-01-17T15:26:37.000Z,34.8125,,-0.588,0.156
series_a,2019-01-17T15:31:37.000Z,31.875,,-0.998,0.208
series_a,2019-01-17T15:36:37.000Z,32.8125,,-0.491,0.076
series_a,2019-01-17T15:41:37.000Z,31.0,,0.468,0.39
series_a,2019-01-17T15:46:37.000Z,30.5,,0.996,0.392
series_a,2019-01-17T15:51:37.000Z,29.6875,,0.609,0.952
series_a,2019-01-17T15:56:37.000Z,29.8125,,-0.338,0.197
series_a,2019-01-17T16:01:37.000Z,29.1875,,-0.975,0.14
series_a,2019-01-17T16:06:37.000Z,28.0,,-0.715,0.733
series_a,2019-01-17T16:11:37.000Z,28.3125,,0.202,0.632
series_a,2019-01-17T16:16:37.000Z,28.25,,0.933,0.779
series_a,2019-01-17T16:21:37.000Z,29.25,,0.806,0.984
series_a,2019-01-17T16:26:37.000Z,27.8125,,-0.062,0.736
series_a,2019-01-17T16:31:37.000Z,27.6875,,-0.873,0.892
series_a,2019-01-17T16:36:37.000Z,26.9375,,-0.882,0.058
series_a,2019-01-17T16:41:37.000Z,28.0,,-0.079,0.605
series_a,2019-01-17T16:46:37.000Z,27.8125,,0.796,0.664
series_a,2019-01-17T16:51:37.000Z,28.0625,,0.939,0.405
series_a,2019-01-17T16:56:37.000Z,28.5,,0.219,0.806
series_a,2019-01-17T17:01:37.000Z,26.8125,,-0.702,0.224
series_a,2019-01-17T17:06:37.000Z,26.875,,-0.978,0.583
series_a,2019-01-17T17:11:37.000Z,26.8125,,-0.355,0.933
series_a,2019-01-17T17:16:37.000Z,27.25,,0.595,0.686
series_a,2019-01-17T17:21:37.000Z,27.375,,0.998,0.906
series_a,2019-01-17T17:26:37.000Z,26.5625,,0.483,0.442
series_a,2019-01-17T17:31:37.000Z,26.25,,-0.476,0.903
series_a,2019-01-17T17:36:37.000Z,42.75,biz,-0.997,0.63
series_a,2019-01-17T17:41:37.000Z,73.8125,biz,-0.602,0.85
series_a,2019-01-17T17:46:37.000Z,92.5625,biz,0.347,0.67
series_a,2019-01-17T17:51:37.000Z,118.5,biz,0.977,0.627
series_a,2019-01-17T17:56:37.000Z,118.5,biz,0.709,0.249
series_a,2019-01-17T18:01:37.000Z,126.5625,biz,-0.211,0.279
series_a,2019-01-17T18:06:37.000Z,151.4375,biz,-0.936,0.633
series_a,2019-01-17T18:11:37.000Z,142.25,biz,-0.801,0.074
series_a,2019-01-17T18:16:37.000Z,129.9375,biz,0.071,0.806
series_a,2019-01-17T18:21:37.000Z,146.1875,biz,0.878,0.453
series_a,2019-01-17T18:26:37.000Z,138.625,biz,0.878,0.308
series_a,2019-01-17T18:31:37.000Z,126.5,biz,0.071,0.688
series_a,2019-01-17T18:36:37.000Z,115.5,biz,-0.801,0.71
series_a,2019-01-17T18:41:37.000Z,102.3125,biz,-0.936,0.691
series_a,2019-01-17T18:46:37.000Z,90.0,biz,-0.211,0.427
series_a,2019-01-17T18:51:37.000Z,81.375,biz,0.709,0.54
series_a,2019-01-17T18:56:37.000Z,71.5,biz,0.977,0.195
series_a,2019-01-17T19:01:37.000Z,66.8125,biz,0.347,0.426
series_a,2019-01-17T19:06:37.000Z,61.6875,biz,-0.602,0.537
series_a,2019-01-17T19:11:37.000Z,59.375,biz,-0.997,0.897
series_a,2019-01-17T19:16:37.000Z,56.5,biz,-0.475,0.205
series_a,2019-01-17T19:21:37.000Z,55.0,biz,0.483,0.441
series_a,2019-01-17T19:26:37.000Z,48.75,biz,0.998,0.332
series_a,2019-01-17T19:31:37.000Z,42.375,biz,0.595,0.705
series_a,2019-01-17T19:36:37.000Z,42.5,biz,-0.355,0.269
series_a,2019-01-17T19:41:37.000Z,41.3125,biz,-0.978,0.528
series_a,2019-01-17T19:46:37.000Z,39.3125,,-0.702,0.256
series_a,2019-01-17T19:51:37.000Z,37.6875,,0.22,0.871
series_a,2019-01-17T19:56:37.000Z,38.9375,,0.94,0.259
series_a,2019-01-17T20:01:37.000Z,35.75,,0.796,0.667
series_a,2019-01-17T20:06:37.000Z,37.4375,,-0.08,0.346
series_a,2019-01-17T20:11:37.000Z,34.125,,-0.882,0.857
series_a,2019-01-17T20:16:37.000Z,33.0,,-0.873,0.836
series_a,2019-01-17T20:21:37.000Z,33.125,,-0.062,0.674
series_a,2019-01-17T20:26:37.000Z,32.125,,0.806,0.886
series_a,2019-01-17T20:31:37.000Z,30.625,,0.933,0.436
series_a,2019-01-17T20:36:37.000Z,30.875,,0.202,0.069
series_a,2019-01-17T20:41:37.000Z,29.0625,,-0.715,0.616
series_a,2019-01-17T20:46:37.000Z,28.8125,,-0.975,0.037
series_a,2019-01-17T20:51:37.000Z,28.875,,-0.338,0.699
series_a,2019-01-17T20:56:37.000Z,27.4375,,0.609,0.346
series_a,2019-01-17T21:01:37.000Z,28.4375,,0.996,0.483
series_a,2019-01-17T21:06:37.000Z,26.625,,0.468,0.472
series_a,2019-01-17T21:11:37.000Z,25.8125,,-0.491,0.966
series_a,2019-01-17T21:16:37.000Z,25.5625,,-0.998,0.202
series_a,2019-01-17T21:21:37.000Z,24.9375,,-0.588,0.007
series_a,2019-01-17T21:26:37.000Z,25.3125,,0.363,0.515
series_a,2019-01-17T21:31:37.000Z,24.125,,0.98,0.528
series_a,2019-01-17T21:36:37.000Z,24.25,,0.696,0.237
series_a,2019-01-17T21:41:37.000Z,22.75,,-0.228,0.056
series_a,2019-01-17T21:46:37.000Z,23.375,,-0.943,0.912
series_a,2019-01-17T21:51:37.000Z,23.5625,,-0.79,0.834
series_a,2019-01-17T21:56:37.000Z,24.5,,0.088,0.546
series_a,2019-01-17T22:01:37.000Z,22.875,,0.886,0.255
series_a,2019-01-17T22:06:37.000Z,22.625,,0.869,0.689
series_a,2019-01-17T22:11:37.000Z,23.5625,,0.053,0.898
series_a,2019-01-17T22:16:37.000Z,21.875,,-0.812,0.821
series_a,2019-01-17T22:21:37.000Z,22.4375,,-0.93,0.619
series_a,2019-01-17T22:26:37.000Z,22.4375,,-0.193,0.966
series_a,2019-01-17T22:31:37.000Z,21.375,,0.721,0.981
series_a,2019-01-17T22:36:37.000Z,22.25,,0.973,0.867
series_a,2019-01-17T22:41:37.000Z,21.5,,0.33,0.365
series_a,2019-01-17T22:46:37.000Z,21.1875,,-0.616,0.533
series_a,2019-01-17T22:51:37.000Z,21.0,,-0.996,0.128
series_a,2019-01-17T22:56:37.000Z,20.75,,-0.46,0.922
series_a,2019-01-17T23:01:37.000Z,20.3125,,0.499,0.301
series_a,2019-01-17T23:06:37.000Z,20.625,,0.999,0.582
series_a,2019-01-17T23:11:37.000Z,20.375,,0.581,0.98
series_a,2019-01-17T23:16:37.000Z,20.0625,,-0.371,0.51
series_a,2019-01-17T23:21:37.000Z,20.0625,,-0.982,0.31
series_a,2019-01-17T23:26:37.000Z,19.5625,,-0.69,0.483
series_a,2019-01-17T23:31:37.000Z,19.0625,,0.237,0.794
series_a,2019-01-17T23:36:37.000Z,19.0625,,0.945,0.119
series_a,2019-01-17T23:41:37.000Z,19.5625,,0.785,0.578
series_a,2019-01-17T23:46:37.000Z,19.0,,-0.097,0.865
series_a,2019-01-17T23:51:37.000Z,18.75,,-0.89,0.202
series_a,2019-01-17T23:56:37.000Z,18.9375,,-0.865,0.205
series_a,2019-01-18T00:01:37.000Z,18.5,,-0.044,0.09
series_a,2019-01-18T00:06:37.000Z,18.625,,0.817,0.687
series_a,2019-01-18T00:11:37.000Z,18.875,,0.927,0.377
series_a,2019-01-18T00:16:37.000Z,19.0625,,0.185,0.578
series_a,2019-01-18T00:21:37.000Z,18.6875,,-0.727,0.356
series_a,2019-01-18T00:26:37.000Z,18.625,,-0.971,0.538
series_a,2019-01-18T00:31:37.000Z,18.6875,,-0.322,0.556
series_a,2019-01-18T00:36:37.000Z,18.75,,0.623,0.259
series_a,2019-01-18T00:41:37.000Z,17.9375,,0.995,0.468
series_a,2019-01-18T00:46:37.000Z,18.3125,,0.452,0.814
series_a,2019-01-18T00:51:37.000Z,18.25,,-0.506,0.848
series_a,2019-01-18T00:56:37.000Z,18.1875,,-0.999,0.59
series_a,2019-01-18T01:01:37.000Z,18.25,,-0.573,0.777
series_a,2019-01-18T01:06:37.000Z,18.1875,,0.38,0.9
series_a,2019-01-18T01:11:37.000Z,17.625,,0.984,0.041
series_a,2019-01-18T01:16:37.000Z,17.6875,,0.683,0.076
series_a,2019-01-18T01:21:37.000Z,17.6875,,-0.245,0.792
series_a,2019-01-18T01:26:37.000Z,18.0625,,-0.948,0.735
series_a,2019-01-18T01:31:37.000Z,17.75,,-0.779,0.495
series_a,2019-01-18T01:36:37.000Z,17.4375,,0.106,0.093
series_a,2019-01-18T01:41:37.000Z,17.625,,0.894,0.845
series_a,2019-01-18T01:46:37.000Z,17.25,,0.86,0.105
series_a,2019-01-18T01:51:37.000Z,17.4375,,0.035,0.832
series_a,2019-01-18T01:56:37.000Z,17.25,,-0.822,0.408
series_a,2019-01-18T02:01:37.000Z,17.6875,,-0.923,0.935
series_a,2019-01-18T02:06:37.000Z,16.5625,,-0.176,0.725
series_a,2019-01-18T02:11:37.000Z,16.8125,,0.733,0.023
series_a,2019-01-18T02:16:37.000Z,17.0625,,0.968,0.724
series_a,2019-01-18T02:21:37.000Z,16.625,,0.313,0.441
series_a,2019-01-18T02:26:37.000Z,16.5625,,-0.63,0.303
series_a,2019-01-18T02:31:37.000Z,15.4375,,-0.994,0.996
series_a,2019-01-18T02:36:37.000Z,15.125,,-0.444,0.554
series_a,2019-01-18T02:41:37.000Z,15.1875,,0.514,0.415
series_a,2019-01-18T02:46:37.000Z,15.25,,1.0,0.641
series_a,2019-01-18T02:51:37.000Z,15.0625,,0.566,0.693
series_a,2019-01-18T02:56:37.000Z,15.625,,-0.388,0.059
series_a,2019-01-18T03:01:37.000Z,15.4375,,-0.985,0.743
series_a,2019-01-18T03:06:37.000Z,14.5625,,-0.677,0.61
series_a,2019-01-18T03:11:37.000Z,14.9375,,0.254,0.232
series_a,2019-01-18T03:16:37.000Z,14.875,,0.951,0.005
series_a,2019-01-18T03:21:37.000Z,15.1875,,0.774,0.383
series_a,2019-01-18T03:26:37.000Z,15.875,,-0.115,0.22
series_a,2019-01-18T03:31:37.000Z,15.9375,,-0.898,0.446
series_a,2019-01-18T03:36:37.000Z,16.1875,,-0.855,0.205
series_a,2019-01-18T03:41:37.000Z,15.5625,,-0.026,0.319
series_a,2019-01-18T03:46:37.000Z,15.875,,0.827,0.549
series_a,2019-01-18T03:51:37.000Z,15.0,,0.92,0.096
series_a,2019-01-18T03:56:37.000Z,15.4375,,0.167,0.365
series_a,2019-01-18T04:01:37.000Z,15.3125,,-0.739,0.44
series_a,2019-01-18T04:06:37.000Z,14.5625,,-0.966,0.685
series_a,2019-01-18T04:11:37.000Z,13.875,,-0.305,0.258
series_a,2019-01-18T04:16:37.000Z,14.1875,,0.637,0.942
series_a,2019-01-18T04:21:37.000Z,14.3125,,0.993,0.731
series_a,2019-01-18T04:26:37.000Z,13.5,,0.436,0.927
series_a,2019-01-18T04:31:37.000Z,13.1875,,-0.522,0.508
series_a,2019-01-18T04:36:37.000Z,13.125,,-1.0,0.234
series_a,2019-01-18T04:41:37.000Z,13.3125,,-0.559,0.243
series_a,2019-01-18T04:46:37.000Z,13.5625,,0.396,0.736
series_a,2019-01-18T04:51:37.000Z,13.75,,0.987,0.333
series_a,2019-01-18T04:56:37.000Z,14.5625,,0.67,0.426
series_a,2019-01-18T05:01:37.000Z,14.625,,-0.262,0.426
series_a,2019-01-18T05:06:37.000Z,14.25,,-0.954,0.89
series_a,2019-01-18T05:11:37.000Z,14.0625,,-0.768,0.522
series_a,2019-01-18T05:16:37.000Z,13.875,,0.124,0.157
series_a,2019-01-18T05:21:37.000Z,14.0,,0.902,0.552
series_a,2019-01-18T05:26:37.000Z,13.1875,,0.851,0.196
series_a,2019-01-18T05:31:37.000Z,12.8125,,0.018,0.128
series_a,2019-01-18T05:36:37.000Z,12.75,,-0.832,0.187
series_a,2019-01-18T05:41:37.000Z,12.875,,-0.916,0.033
series_a,2019-01-18T05:46:37.000Z,12.875,,-0.159,0.134
series_a,2019-01-18T05:51:37.000Z,12.8125,,0.745,0.645
series_a,2019-01-18T05:56:37.000Z,12.8125,,0.964,0.968
series_a,2019-01-18T06:01:37.000Z,12.875,,0.296,0.987
series_a,2019-01-18T06:06:37.000Z,13.0625,,-0.644,0.835
series_a,2019-01-18T06:11:37.000Z,12.875,,-0.992,0.859
series_a,2019-01-18T06:16:37.000Z,12.6875,,-0.428,0.94
series_a,2019-01-18T06:21:37.000Z,12.4375,,0.529,0.153
series_a,2019-01-18T06:26:37.000Z,12.375,,1.0,0.573
series_a,2019-01-18T06:31:37.000Z,12.4375,,0.551,0.163
series_a,2019-01-18T06:36:37.000Z,12.9375,,-0.404,0.243
series_a,2019-01-18T06:41:37.000Z,12.6875,,-0.988,0.291
series_a,2019-01-18T06:46:37.000Z,12.5,,-0.664,0.542
series_a,2019-01-18T06:51:37.000Z,12.625,,0.271,0.378
series_a,2019-01-18T06:56:37.000Z,12.9375,,0.956,0.278
series_a,2019-01-18T07:01:37.000Z,12.4375,,0.762,0.156
series_a,2019-01-18T07:06:37.000Z,12.4375,,-0.132,0.113
series_a,2019-01-18T07:11:37.000Z,12.125,,-0.906,0.55
series_a,2019-01-18T07:16:37.000Z,11.8125,,-0.846,0.988
series_a,2019-01-18T07:21:37.000Z,12.0625,,-0.009,0.214
series_a,2019-01-18T07:26:37.000Z,12.25,,0.837,0.717
series_a,2019-01-18T07:31:37.000Z,12.25,,0.913,0.698
series_a,2019-01-18T07:36:37.000Z,12.3125,,0.15,0.918
series_a,2019-01-18T07:41:37.000Z,11.75,,-0.751,0.123
series_a,2019-01-18T07:46:37.000Z,11.5,,-0.961,0.0
series_a,2019-01-18T07:51:37.000Z,11.5625,,-0.288,0.305
series_a,2019-01-18T07:56:37.000Z,11.5625,,0.65,0.717
series_a,2019-01-18T08:01:37.000Z,11.375,,0.991,0.412
series_a,2019-01-18T08:06:37.000Z,11.8125,,0.42,0.546
series_a,2019-01-18T08:11:37.000Z,11.125,,-0.537,0.877
series_a,2019-01-18T08:16:37.000Z,10.6875,,-1.0,0.221
series_a,2019-01-18T08:21:37.000Z,10.625,,-0.544,0.577
series_a,2019-01-18T08:26:37.000Z,11.625,,0.412,0.98
series_a,2019-01-18T08:31:37.000Z,11.375,,0.989,0.831
series_a,2019-01-18T08:36:37.000Z,11.375,,0.657,0.009
series_a,2019-01-18T08:41:37.000Z,11.1875,,-0.28,0.664
series_a,2019-01-18T08:46:37.000Z,11.0,,-0.959,0.621
series_a,2019-01-18T08:51:37.000Z,10.5,,-0.757,0.65
series_a,2019-01-18T08:56:37.000Z,10.8125,,0.141,0.854
series_a,2019-01-18T09:01:37.000Z,10.875,,0.909,0.296
series_a,2019-01-18T09:06:37.000Z,10.4375,,0.841,0.547
series_a,2019-01-18T09:11:37.000Z,10.4375,,-0.0,0.96
series_a,2019-01-18T09:16:37.000Z,10.0,,-0.842,0.628
series_a,2019-01-18T09:21:37.000Z,10.5,,-0.909,0.592
series_a,2019-01-18T09:26:37.000Z,10.3125,,-0.141,0.97
series_a,2019-01-18T09:31:37.000Z,10.3125,,0.757,0.023
series_a,2019-01-18T09:36:37.000Z,10.25,,0.959,0.555
series_a,2019-01-18T09:41:37.000Z,9.9375,,0.279,0.777
series_a,2019-01-18T09:46:37.000Z,10.125,,-0.657,0.661
series_a,2019-01-18T09:51:37.000Z,9.8125,,-0.989,0.758
series_a,2019-01-18T09:56:37.000Z,9.8125,,-0.412,0.973
series_a,2019-01-18T10:01:37.000Z,9.875,,0.544,0.829
series_a,2019-01-18T10:06:37.000Z,9.75,,1.0,0.381
series_a,2019-01-18T10:11:37.000Z,9.6875,,0.536,0.701
series_a,2019-01-18T10:16:37.000Z,9.5,,-0.42,0.738
series_a,2019-01-18T10:21:37.000Z,9.6875,,-0.991,0.02
series_a,2019-01-18T10:26:37.000Z,9.5625,,-0.65,0.596
series_a,2019-01-18T10:31:37.000Z,9.8125,,0.288,0.726
series_a,2019-01-18T10:36:37.000Z,10.0625,,0.961,0.07
series_a,2019-01-18T10:41:37.000Z,10.0625,,0.751,0.925
series_a,2019-01-18T10:46:37.000Z,10.0625,,-0.15,0.69
series_a,2019-01-18T10:51:37.000Z,25.25,,-0.913,0.668
series_a,2019-01-18T10:56:37.000Z,55.5625,foo,-0.837,0.772
series_a,2019-01-18T11:01:37.000Z,80.5625,foo,0.009,0.576
series_a,2019-01-18T11:06:37.000Z,93.6875,foo,0.846,0.221
series_a,2019-01-18T11:11:37.000Z,104.75,foo,0.906,0.03
series_a,2019-01-18T11:16:37.000Z,109.5,foo,0.132,0.308
series_a,2019-01-18T11:21:37.000Z,106.3125,foo,-0.763,0.847
series_a,2019-01-18T11:26:37.000Z,100.8125,foo,-0.956,0.63
series_a,2019-01-18T11:31:37.000Z,98.375,foo,-0.271,0.563
series_a,2019-01-18T11:36:37.000Z,96.3125,foo,0.664,0.775
series_a,2019-01-18T11:41:37.000Z,86.625,foo,0.988,0.135
series_a,2019-01-18T11:46:37.000Z,101.625,foo,0.404,0.873
series_a,2019-01-18T11:51:37.000Z,119.0,foo,-0.552,0.113
series_a,2019-01-18T11:56:37.000Z,97.9375,foo,-1.0,0.308
series_a,2019-01-18T12:01:37.000Z,109.1875,foo,-0.529,0.95
series_a,2019-01-18T12:06:37.000Z,119.5,foo,0.428,0.553
series_a,2019-01-18T12:11:37.000Z,112.1875,foo,0.992,0.044
series_a,2019-01-18T12:16:37.000Z,103.625,foo,0.643,0.513
series_a,2019-01-18T12:21:37.000Z,91.875,foo,-0.296,0.54
series_a,2019-01-18T12:26:37.000Z,85.75,foo,-0.964,0.776
series_a,2019-01-18T12:31:37.000Z,78.625,foo,-0.745,0.415
series_a,2019-01-18T12:36:37.000Z,68.8125,foo,0.159,0.202
series_a,2019-01-18T12:41:37.000Z,65.125,foo,0.917,0.993
series_a,2019-01-18T12:46:37.000Z,61.3125,foo,0.832,0.098
series_a,2019-01-18T12:51:37.000Z,59.8125,foo,-0.018,0.885
series_a,2019-01-18T12:56:37.000Z,55.25,foo,-0.851,0.034
series_a,2019-01-18T13:01:37.000Z,53.0625,foo,-0.902,0.726
series_a,2019-01-18T13:06:37.000Z,48.6875,foo,-0.123,0.215
series_a,2019-01-18T13:11:37.000Z,47.0,,0.768,0.375
series_a,2019-01-18T13:16:37.000Z,43.375,,0.954,0.499
series_a,2019-01-18T13:21:37.000Z,40.875,,0.262,0.967
series_a,2019-01-18T13:26:37.000Z,39.5625,,-0.67,0.674
series_a,2019-01-18T13:31:37.000Z,37.4375,,-0.987,0.381
series_a,2019-01-18T13:36:37.000Z,36.5625,,-0.396,0.997
series_a,2019-01-18T13:41:37.000Z,35.0,,0.559,0.345
series_a,2019-01-18T13:46:37.000Z,34.25,,1.0,0.134
series_a,2019-01-18T13:51:37.000Z,33.125,,0.521,0.205
series_a,2019-01-18T13:56:37.000Z,31.875,,-0.436,0.411
series_a,2019-01-18T14:01:37.000Z,29.6875,,-0.993,0.753
series_a,2019-01-18T14:06:37.000Z,29.5,,-0.637,0.652
series_a,2019-01-18T14:11:37.000Z,29.1875,,0.305,0.148
series_a,2019-01-18T14:16:37.000Z,28.5,,0.966,0.272
series_a,2019-01-18T14:21:37.000Z,27.9375,,0.739,0.666
series_a,2019-01-18T14:26:37.000Z,28.4375,,-0.167,0.83
series_a,2019-01-18T14:31:37.000Z,27.5625,,-0.92,0.961
series_a,2019-01-18T14:36:37.000Z,27.625,,-0.827,0.695
series_a,2019-01-18T14:41:37.000Z,25.9375,,0.027,0.547
series_a,2019-01-18T14:46:37.000Z,26.75,,0.856,0.26
series_a,2019-01-18T14:51:37.000Z,25.75,,0.898,0.307
series_a,2019-01-18T14:56:37.000Z,25.0,,0.115,0.451
series_a,2019-01-18T15:01:37.000Z,25.875,,-0.774,0.038
series_a,2019-01-18T15:06:37.000Z,25.0,,-0.951,0.36
series_a,2019-01-18T15:11:37.000Z,24.625,,-0.254,0.166
series_a,2019-01-18T15:16:37.000Z,24.75,,0.677,0.389
series_a,2019-01-18T15:21:37.000Z,24.9375,,0.985,0.532
series_a,2019-01-18T15:26:37.000Z,25.375,,0.388,0.96
series_a,2019-01-18T15:31:37.000Z,24.75,,-0.566,0.579
series_a,2019-01-18T15:36:37.000Z,25.5625,,-1.0,0.296
series_a,2019-01-18T15:41:37.000Z,24.875,,-0.514,0.77
series_a,2019-01-18T15:46:37.000Z,25.0,,0.444,0.204
series_a,2019-01-18T15:51:37.000Z,24.5625,,0.994,0.276
series_a,2019-01-18T15:56:37.000Z,24.5,,0.63,0.222
series_a,2019-01-18T16:01:37.000Z,25.5625,,-0.313,0.288
series_a,2019-01-18T16:06:37.000Z,26.0,,-0.968,0.018
series_a,2019-01-18T16:11:37.000Z,25.8125,,-0.733,0.974
series_a,2019-01-18T16:16:37.000Z,24.6875,,0.176,0.524
series_a,2019-01-18T16:21:37.000Z,24.875,,0.923,0.129
series_a,2019-01-18T16:26:37.000Z,24.5,,0.822,0.069
series_a,2019-01-18T16:31:37.000Z,25.1875,,-0.035,0.742
series_a,2019-01-18T16:36:37.000Z,25.375,,-0.86,0.495
series_a,2019-01-18T16:41:37.000Z,26.0625,,-0.894,0.355
series_a,2019-01-18T16:46:37.000Z,25.8125,,-0.106,0.406
series_a,2019-01-18T16:51:37.000Z,25.625,,0.78,0.94
series_a,2019-01-18T16:56:37.000Z,25.375,,0.948,0.076
series_a,2019-01-18T17:01:37.000Z,25.125,,0.245,0.334
series_a,2019-01-18T17:06:37.000Z,26.0,,-0.683,0.856
series_a,2019-01-18T17:11:37.000Z,26.25,,-0.984,0.921
series_a,2019-01-18T17:16:37.000Z,25.875,,-0.38,0.744
series_a,2019-01-18T17:21:37.000Z,25.125,,0.573,0.152
series_a,2019-01-18T17:26:37.000Z,24.9375,,0.999,0.061
series_a,2019-01-18T17:31:37.000Z,26.0625,,0.506,0.553
series_a,2019-01-18T17:36:37.000Z,25.0,,-0.452,0.463
series_a,2019-01-18T17:41:37.000Z,25.3125,,-0.995,0.081
series_a,2019-01-18T17:46:37.000Z,25.25,,-0.623,0.838
series_a,2019-01-18T17:51:37.000Z,24.75,,0.322,0.321
series_a,2019-01-18T17:56:37.000Z,23.5,,0.971,0.999
series_a,2019-01-18T18:01:37.000Z,22.5625,,0.727,0.868
series_a,2019-01-18T18:06:37.000Z,21.5625,,-0.185,0.498
series_a,2019-01-18T18:11:37.000Z,22.0,,-0.927,0.892
series_a,2019-01-18T18:16:37.000Z,22.0625,,-0.817,0.328
series_a,2019-01-18T18:21:37.000Z,21.5,,0.044,0.119
series_a,2019-01-18T18:26:37.000Z,21.5625,,0.865,0.412
series_a,2019-01-18T18:31:37.000Z,22.125,,0.89,0.935
series_a,2019-01-18T18:36:37.000Z,22.0625,,0.097,0.086
series_a,2019-01-18T18:41:37.000Z,20.4375,,-0.785,0.211
series_a,2019-01-18T18:46:37.000Z,19.875,,-0.945,0.97
series_a,2019-01-18T18:51:37.000Z,20.625,,-0.237,0.593
series_a,2019-01-18T18:56:37.000Z,20.3125,,0.69,0.294
series_a,2019-01-18T19:01:37.000Z,20.5625,,0.982,0.156
series_a,2019-01-18T19:06:37.000Z,20.6875,,0.371,0.19
